date,time,reporter_role,assigned_department,urgency,incident_description
2025-12-18,09:00 AM,Consultant Paediatrician,Quality Assurance department,Medium,This week’s neonatal hypoglycaemia rates higher than baseline on SCBU dashboard. Request QA to validate data and convene case review.
2025-12-18,09:10 AM,HOD - Anaesthesia,Human Resources,High,Consultant applicant claims an overseas fellowship; referees not confirming. HR to verify credentials before issuing the appointment letter.
2025-12-18,11:03 AM,Theatre Sister,Transport,High,Frozen section x6 awaiting transfer to Pathology; need runner with cold box immediately to meet turnaround time.
2025-12-18,11:10 AM,Infection Control Nurse,Dietary and Food Services,Critical,Crushed peanuts prepped beside coconut sambol; same tray briefly used for renal meals. High allergen cross-contact risk—discard affected items and deep-clean area.
2025-12-18,11:11 AM,Pharmacist - OPD Dispensary,IT,Medium,OPD token numbers are duplicating at peak; seems a concurrency bug after yesterday’s minor update—please hotfix or rollback.
2025-12-18,11:50 AM,Hospital Administrator (On Duty),Reception,Medium,Lobby information board shows old year-end clinic times. Reception to update timings and make a short PA announcement.
2025-12-19,01:05 PM,Cardiology Registrar,Biomedical Engineering,Medium,OPD ECG prints faint; thermal head appears worn and paper feed uneven. Need head replacement and calibration before clinic.
2025-12-19,03:05 PM,Consultant - Histopathology,Supply Department,Medium,"Two formalin drums arrived with dented caps, no MSDS enclosed. Hold these and arrange compliant replacement per contract specs."
2025-12-19,07:42 PM,"Medical Registrar, Geriatrics",Security,High,Disoriented elderly patient wandered toward rear exit without attender. Please intercept and return to Ward 8.
2025-12-19,07:55 PM,Hostel Warden,Human Resources,Medium,Nursing quarters overcrowded; some interns occupying without allocation. Request HR‑assisted reallocation and updated hostel roster.
2025-12-19,08:20 AM,Cold Room Attendant,Dietary and Food Services,High,Chest freezer door not sealing; heavy frost and temp at −10°C. Frozen fish at risk—relocate stock and schedule immediate defrost/repair.
2025-12-19,12:50 PM,Radiology Manager,Finance and Account,Medium,"Cash patient charged twice for extra film; till shows excess Rs. 3,200. Request CEFTS refund and adjustment note in AR."
2025-12-20,01:12 PM,HR Officer,Security,High,Ex-casual staff attempted lab access using old ID. Security to confiscate card and log trespass.
2025-12-20,03:37 PM,CSSD Technician,Quality Assurance department,High,Artery forceps missing from set; count discrepancy noticed only on return to CSSD. QA to audit surgical count process and theatre adherence.
2025-12-20,04:15 PM,Supplies Admin Officer,Facility Management,High,Diesel smell from generator yard; visible drip at return line clamp during weekly run.
2025-12-20,07:50 PM,HDU Staff Nurse,Housekeeping Department,Medium,Dust accumulation on ceiling vents and light fittings over beds 3-4. Please schedule high-dusting after hours.
2025-12-20,08:17 AM,Neonatal Registrar,Transport,Critical,Urgent cranial ultrasound: arrange isolette transport for preterm infant from NICU with two trained porters and portable O2.
2025-12-20,09:26 AM,Biomedical Engineer - Cardiology,IT,Medium,ECHO machine cannot push DICOM to PACS due to TLS handshake failure; certificate appears expired after last week’s update.
2025-12-21,02:18 PM,Ward Clerk - Medical Ward 5,Housekeeping Department,Medium,"Full linen skip left in corridor outside Ward 5, obstructing trolley movement. Remove and sanitize floor area."
2025-12-21,02:25 PM,Dental OPD In-Charge,Finance and Account,Medium,"Petty cash short by Rs. 3,500; one voucher missing counter-sign. Need finance to reconcile box and log a variance for internal audit."
2025-12-21,04:10 PM,Quality Officer,Biomedical Engineering,Medium,SLMC audit due in January: request annual calibration and electrical safety testing schedule for OT multiparameter monitors.
2025-12-21,05:34 PM,Nursing Officer - Ward 7B,IT,Medium,Two juniors are locked out of MAR e‑charting; password expiry alerts didn’t trigger—kindly reset and check policy notifications.
2025-12-21,07:55 AM,Consultant Microbiologist,Facility Management,Critical,Isolation Room 2 not holding negative pressure; gauge reads 0 Pa; urgent HVAC check.
2025-12-21,09:05 AM,Supply QA – Dietary,Dietary and Food Services,High,Fresh fish delivery arrived at 9°C; probe verified. Rejecting consignment and requesting menu switch to lentil/egg protein.
2025-12-21,09:40 AM,In-Charge - Physiotherapy Unit,Supply Department,Low,Latex-free therabands requested; received regular latex. Please exchange with the correct item to avoid allergy issues; not urgent for today’s sessions.
2025-12-21,12:41 PM,OPD Senior MO,Transport,Medium,Geriatric clinic crowding; please deploy two wheelchairs and one porter to manage patient flow 1-3 PM.
2025-12-22,01:26 PM,Paediatric SHO,Transport,High,Ambulance 03 rear AC intermittent; neonatal transfer at 5:00 PM—please swap to serviceable unit before showers.
2025-12-22,03:35 PM,Ward 4 Sister,Facility Management,High,Brief rain led to seepage above DB room door; wall damp near electrical panel.
2025-12-22,06:40 AM,OPD Nurse,Housekeeping Department,High,OPD ramp muddy after early drizzle. Need machine scrub or thorough mopping before queues form.
2025-12-22,07:55 AM,Administrative Officer - Facilities,Supply Department,High,Entrance doormats delivered wet after brief rain; surfaces are slippery and unsafe. Kindly replace immediately and take up quality with vendor.
2025-12-22,08:02 AM,Front Desk Executive - OPD,Quality Assurance department,Medium,"Light rain made OPD entrance tiles wet; cones only in English, not Sinhala/Tamil. Please standardize multilingual safety signage via QA."
2025-12-22,08:10 PM,Laboratory Manager,Human Resources,Medium,OT claims from the dengue surge week remain pending; today’s light showers delayed courier submissions. Please process before month‑end.
2025-12-22,09:30 AM,Administrative Officer,Finance and Account,Low,Canteen rent cheque shows value date on 27th due to weekend/holiday. Landlord demands receipt; please issue interim confirmation letter from Accounts.
2025-12-22,10:05 AM,OPD Registration Clerk,Reception,Medium,Two Tamil-speaking elders at desk; no Tamil-speaking receptionist on shift. Reception to arrange interpreter support and direct them to Medical Clinic counter.
2025-12-22,11:10 PM,"Nursing Officer, ETU",Security,Medium,Request after-hours Security escort to staff bus stop; group of men loitering outside side gate.
2025-12-22,12:15 PM,Ward Nurse - 5B,Biomedical Engineering,Medium,Multiple syringe pumps giving false occlusion alarms after brief drizzle; lines patent. Likely door-latch pressure or sensor drift; please check and recalibrate.
2025-12-22,12:47 PM,Blood Bank Medical Officer,IT,High,Crossmatch results are not visible in the ward view; MLLP channel is up but messages are stuck in the outbound queue since noon drizzle.
2025-12-23,02:35 PM,Pharmacy Storekeeper,Security,Medium,"Male loitering near pharmacy loading bay, recording on phone. Security to check purpose and clear restricted area."
2025-12-23,09:15 AM,Front Desk Executive,Reception,Low,Patient’s clinic book handed in last night; owner not traced. Reception to check the lost-and-found log and call OPD Records.
2025-12-23,09:55 AM,Laboratory Technologist,Biomedical Engineering,High,Benchtop centrifuge vibrating with burning smell at 3000 rpm; rotor imbalance or bearing failure suspected. Request service and speed calibration.
2025-12-23,10:20 AM,Consultant Paediatrician,Supply Department,Critical,"NMRA recall notice received for Vitamin K 1 mg ampoules (specific lot). Please quarantine all stock, trace usage to wards/OPD, and initiate return via vendor/MSD."
2025-12-23,10:40 AM,Medical Coordinator - OPD,Human Resources,High,January intern MO batch arrives soon; ID cards and appointment letters are not ready. Request expedited onboarding kits before 01 Jan.
2025-12-23,11:40 AM,Cafeteria Manager,Dietary and Food Services,Medium,Short-eats and buns sold out by 11:30 due to holiday rush; queue extended into corridor. Need extra batch and second cashier to manage flow.
2025-12-24,03:35 PM,Pharmacist In-Charge,Finance and Account,High,Year-end stock valuation out of sync with ledger—IV sets UOM changed from box to unit. Need finance adjustment and audit note.
2025-12-24,07:48 AM,Nursing Officer - SCBU,Quality Assurance department,High,Formula fridge in SCBU shows overnight temperature gaps; data logger off. Need QA cold-chain deviation review and corrective actions.
2025-12-24,08:35 AM,Sterile Services Manager,Biomedical Engineering,Critical,"Pre-vac autoclave failed Bowie-Dick this morning; suspected vacuum leak. Need gasket replacement, leak test, and cycle validation urgently."
2025-12-24,09:02 AM,Ambulance Unit Coordinator,Security,Critical,Private car parked in ambulance bay blocking inbound transfer. Need immediate Security action to locate driver and clear zone.
2025-12-24,09:25 AM,Theatre Sister,Human Resources,High,Perceived favoritism in roster allocations; repeated denial of off‑days. Request HR grievance hearing and neutral roster audit.
2025-12-24,10:02 AM,Anesthesia SHO - MRI List,Transport,High,Sedated patient ready for MRI; porter delay risks losing 10:15 slot—need immediate transfer with oxygen nasal prongs.
2025-12-24,10:05 AM,Theatre Scheduler,IT,Medium,OT lists won’t print—shared queue is stalled—and consent form templates are missing after the template library sync.
2025-12-24,10:05 PM,Night Duty Nurse – Ward 3,Dietary and Food Services,Medium,10:00 PM diabetic snack round missed; two insulin patients flagged risk. Request night snack checklist and sign-off from dietary porter.
2025-12-24,10:55 AM,Labour Room Midwife,Housekeeping Department,Critical,"Between cases, blood splashes on floor and backsplash at scrub sink. Immediate clean and fresh sterile drapes requested."
2025-12-25,01:15 PM,Administration Officer,Dietary and Food Services,Medium,Festive lunch crowd exhausted rice by 1:00 PM; staff queue outside canteen. Please release backup rice cooker and tighten portion control.
2025-12-25,01:40 PM,Orthopaedic Surgeon,Biomedical Engineering,Critical,Mobile C-arm image washed out and gain unstable during fracture fixation; need immediate image chain calibration or II replacement.
2025-12-25,04:28 PM,OPD Admin Clerk,Security,High,Child separated from mother in crowded OPD. Request Security to activate child-locate and monitor all exits.
2025-12-25,06:12 PM,Duty Matron - OPD,IT,High,Festival crowd: token display boards freeze every few minutes; signage server CPU at 98% and services need restart/patch.
2025-12-25,07:05 PM,Security Supervisor,Housekeeping Department,Medium,Surgical waiting area has food waste from visitors; ants noted. Request prompt cleaning and placement of extra bins.
2025-12-25,07:10 PM,Switchboard Supervisor,Reception,High,Unusually high holiday call volume about visiting hours; lines congested. Reception to enable recorded message and add a relief operator.
